x,y,z,g,wa,wr
38.0,150.0,82.0,76,21.0,90
39.0,154.0,84.0,82,21.0,90
42.0,157.0,86.0,87,20.0,90
43.0,157.0,88.0,90,19.0,90
44.0,157.0,89.0,91,17.0,90
43.0,157.0,90.0,90,13.0,90
42.0,158.0,91.0,88,9.0,90
39.0,159.0,91.0,87,3.0,90
40.0,160.0,92.0,86,-2.0,90
39.0,161.0,92.0,86,-4.0,90
38.0,162.0,92.0,86,-5.0,90
37.0,162.0,92.0,86,-6.0,90
37.0,162.0,92.0,86,-5.0,90
35.0,162.0,93.0,86,-6.0,90
35.0,163.0,93.0,86,-5.0,90
37.0,163.0,93.0,86,-5.0,90
40.0,163.0,93.0,86,-4.0,90
43.0,165.0,92.0,86,-3.0,90
46.0,166.0,90.0,84,-3.0,90
49.0,167.0,87.0,82,-3.0,90
53.0,168.0,85.0,80,-2.0,90
57.0,168.0,82.0,77,-2.0,90
61.0,168.0,79.0,75,-3.0,90
63.0,166.0,77.0,72,-3.0,90
62.0,164.0,73.0,70,-3.0,90
60.0,162.0,69.0,67,-4.0,90
57.0,160.0,65.0,64,-4.0,90
56.0,158.0,62.0,62,-5.0,90
54.0,157.0,58.0,59,-5.0,90
54.0,156.0,56.0,57,-5.0,90
54.0,156.0,54.0,56,-5.0,90
53.0,156.0,53.0,55,-5.0,90
54.0,156.0,52.0,54,-5.0,90
55.0,155.0,52.0,54,-6.0,90
54.0,155.0,51.0,55,-6.0,90
55.0,154.0,51.0,56,-7.0,90
54.0,154.0,51.0,56,-7.0,90
54.0,154.0,51.0,57,-7.0,90
58.0,153.0,52.0,57,-7.0,90
61.0,150.0,56.0,61,-6.0,90
62.0,150.0,65.0,69,-6.0,90
64.0,147.0,73.0,78,-6.0,90
67.0,146.0,81.0,87,-6.0,90
70.0,144.0,87.0,95,-6.0,90
71.0,143.0,93.0,100,-6.0,90
70.0,142.0,97.0,105,-6.0,90
70.0,141.0,101.0,108,-6.0,90
68.0,140.0,103.0,111,-7.0,90
68.0,140.0,105.0,113,-7.0,90
67.0,139.0,107.0,115,-7.0,90
64.0,138.0,108.0,117,-7.0,90
59.0,138.0,109.0,119,-7.0,90
54.0,137.0,110.0,122,-6.0,90
48.0,137.0,111.0,124,-5.0,90
48.0,136.0,113.0,129,-5.0,90
48.0,136.0,114.0,132,-5.0,90
50.0,136.0,114.0,135,-5.0,90
51.0,136.0,115.0,136,-5.0,90
50.0,135.0,115.0,136,-5.0,90
51.0,135.0,116.0,136,-6.0,90
51.0,135.0,116.0,135,-6.0,90
57.0,134.0,117.0,134,-6.0,90
73.0,134.0,117.0,128,-7.0,90
75.0,132.0,115.0,117,-8.0,90
75.0,131.0,114.0,106,-8.0,90
75.0,131.0,112.0,97,-8.0,90
76.0,131.0,110.0,90,-8.0,90
77.0,132.0,109.0,85,-8.0,90
76.0,132.0,108.0,81,-7.0,90
75.0,132.0,107.0,77,-7.0,90
76.0,132.0,106.0,75,-7.0,90
73.0,134.0,105.0,74,-6.0,90
74.0,141.0,104.0,74,-4.0,90
74.0,153.0,104.0,74,-2.0,90
76.0,160.0,104.0,74,-1.0,90
77.0,161.0,103.0,74,1.0,90
78.0,162.0,103.0,74,1.0,90
79.0,162.0,103.0,74,2.0,90
79.0,162.0,103.0,75,2.0,90
80.0,161.0,103.0,75,1.0,90
83.0,160.0,103.0,75,0.0,90
85.0,160.0,103.0,75,0.0,90
85.0,160.0,103.0,74,0.0,90
83.0,160.0,102.0,73,0.0,90
79.0,161.0,101.0,73,0.0,90
75.0,164.0,100.0,72,0.0,90
73.0,167.0,98.0,72,-1.0,90
70.0,168.0,96.0,71,-1.0,90
65.0,169.0,94.0,71,-2.0,90
58.0,170.0,92.0,71,-2.0,90
49.0,170.0,91.0,71,-1.0,90
38.0,170.0,90.0,71,0.0,90
31.0,170.0,89.0,75,1.0,90
29.0,170.0,89.0,81,2.0,90
27.0,170.0,88.0,87,3.0,90
30.0,169.0,88.0,93,2.0,90
32.0,169.0,88.0,97,2.0,90
34.0,168.0,88.0,99,2.0,90
34.0,167.0,88.0,99,2.0,90
34.0,166.0,89.0,100,4.0,90
33.0,166.0,89.0,97,7.0,90
33.0,165.0,89.0,94,10.0,90
33.0,164.0,90.0,92,12.0,90
32.0,164.0,90.0,91,13.0,90
33.0,163.0,90.0,90,14.0,90
34.0,178.0,91.0,90,17.0,90
34.0,183.0,92.0,90,20.0,90
37.0,154.0,93.0,90,19.0,90
35.0,140.0,94.0,91,12.0,90
38.0,150.0,94.0,92,5.0,90
38.0,171.0,93.0,93,5.0,90
35.0,176.0,94.0,93,11.0,90
31.0,164.0,94.0,93,10.0,90
31.0,157.0,94.0,93,2.0,90
35.0,161.0,93.0,94,0.0,90
28.0,175.0,94.0,94,8.0,90
25.0,181.0,95.0,93,19.0,90
30.0,182.0,96.0,93,26.0,90
29.0,175.0,97.0,95,22.0,90
26.0,165.0,97.0,98,9.0,90
21.0,158.0,96.0,99,-7.0,90
22.0,156.0,96.0,100,-18.0,90
21.0,154.0,95.0,101,-25.0,90
29.0,154.0,95.0,101,-28.0,90
34.0,166.0,96.0,102,-21.0,90
27.0,183.0,97.0,101,-4.0,90
21.0,188.0,98.0,100,14.0,90
22.0,185.0,99.0,99,26.0,90
25.0,183.0,100.0,98,33.0,90
27.0,181.0,100.0,98,35.0,90
29.0,176.0,100.0,98,33.0,90
27.0,165.0,100.0,100,25.0,90
24.0,155.0,100.0,101,13.0,90
22.0,149.0,100.0,101,2.0,90
24.0,148.0,99.0,101,-6.0,90
25.0,148.0,99.0,101,-10.0,90
26.0,149.0,99.0,101,-10.0,90
26.0,154.0,98.0,101,-3.0,90
30.0,157.0,98.0,100,1.0,90
34.0,158.0,98.0,97,3.0,90
36.0,158.0,98.0,94,2.0,90
36.0,158.0,97.0,92,1.0,90
35.0,158.0,97.0,90,1.0,90
35.0,158.0,97.0,89,1.0,90
34.0,158.0,97.0,89,2.0,90
34.0,158.0,97.0,90,2.0,90
33.0,158.0,97.0,90,3.0,90
33.0,158.0,97.0,91,3.0,90
33.0,158.0,97.0,91,3.0,90
35.0,158.0,97.0,91,3.0,90
36.0,158.0,97.0,92,3.0,90
36.0,158.0,97.0,92,3.0,90
36.0,158.0,97.0,92,3.0,90
36.0,159.0,97.0,92,3.0,90
36.0,159.0,97.0,92,3.0,90
36.0,159.0,97.0,92,3.0,90
36.0,159.0,97.0,93,3.0,90
37.0,159.0,97.0,93,4.0,90
37.0,159.0,97.0,93,4.0,90
37.0,158.0,97.0,93,4.0,90
37.0,159.0,97.0,93,4.0,90
37.0,159.0,97.0,92,4.0,90
38.0,158.0,96.0,93,4.0,90
39.0,158.0,96.0,93,4.0,90
39.0,158.0,96.0,93,4.0,90
39.0,158.0,96.0,94,4.0,90
40.0,158.0,96.0,95,5.0,90
40.0,158.0,97.0,95,4.0,90
40.0,158.0,97.0,94,4.0,90
41.0,158.0,97.0,93,4.0,90
41.0,158.0,97.0,93,4.0,90
42.0,158.0,97.0,92,5.0,90
42.0,159.0,97.0,93,5.0,90
41.0,159.0,97.0,93,5.0,90
41.0,159.0,97.0,94,6.0,90
41.0,158.0,97.0,94,6.0,90
42.0,158.0,97.0,93,5.0,90
41.0,158.0,97.0,93,5.0,90
42.0,158.0,97.0,93,5.0,90
42.0,158.0,97.0,93,5.0,90
42.0,158.0,96.0,93,5.0,90
41.0,158.0,96.0,93,5.0,90
41.0,158.0,96.0,93,5.0,90
41.0,158.0,96.0,93,5.0,90
43.0,158.0,96.0,92,5.0,90
43.0,158.0,96.0,92,4.0,90
44.0,158.0,96.0,93,5.0,90
44.0,157.0,96.0,94,5.0,90
43.0,158.0,96.0,93,5.0,90
43.0,158.0,96.0,93,6.0,90
42.0,158.0,95.0,92,6.0,90
42.0,158.0,95.0,92,6.0,90
41.0,158.0,95.0,92,6.0,90
41.0,158.0,95.0,93,6.0,90
42.0,158.0,95.0,92,6.0,90
42.0,158.0,95.0,92,6.0,90
41.0,158.0,95.0,93,6.0,90
